mode,mass_squared,boundary_residue,normalized_weight,cumulative_normalized_weight
324,1036071.7582754026,1.3405331543134888e-08,1.6086397851761866e-07,0.99994796040589862
325,1042477.1315317098,1.3322964166284077e-08,1.5987556999540892e-07,0.99994812028146862
326,1048902.2439968188,1.3241353539697358e-08,1.5889624247636831e-07,0.99994827917771112
327,1055347.0956707308,1.3160490594353623e-08,1.5792588713224349e-07,0.99994843710359826
328,1061811.6865534442,1.3080366049654702e-08,1.5696439259585644e-07,0.99994859406799086
329,1068296.01664496,1.3000971003692846e-08,1.5601165204431416e-07,0.9999487500796429
330,1074800.0859452779,1.2922296635502448e-08,1.5506755962602938e-07,0.99994890514720247
331,1081323.8944543987,1.2844334350014274e-08,1.5413201220017129e-07,0.99994905927921462
332,1087867.4421723206,1.2767075339055354e-08,1.5320490406866425e-07,0.99994921248411872
333,1094430.7290990455,1.2690511454310397e-08,1.5228613745172475e-07,0.9999493647702562
334,1101013.7552345716,1.2614634042131862e-08,1.5137560850558235e-07,0.99994951614586469
335,1107616.5205789006,1.2539435247728692e-08,1.5047322297274432e-07,0.99994966661908768
336,1114239.0251320316,1.2464906854830158e-08,1.4957888225796189e-07,0.99994981619796997
337,1120881.2688939655,1.2391041007284794e-08,1.4869249208741754e-07,0.99994996489046206
338,1127543.2518647003,1.231782963307556e-08,1.4781395559690671e-07,0.99995011270441769
339,1134224.974044238,1.2245265301832225e-08,1.4694318362198669e-07,0.99995025964760131
340,1140926.4354325784,1.2173340364257812e-08,1.4608008437109375e-07,0.99995040572768568
341,1147647.6360297196,1.2102047097163998e-08,1.4522456516596797e-07,0.99995055095225083
342,1154388.5758356641,1.2031378410285796e-08,1.4437654092342954e-07,0.99995069532879177
343,1161149.2548504099,1.1961326852673747e-08,1.4353592223208497e-07,0.99995083886471403
344,1167929.6730739593,1.1891885459818757e-08,1.4270262551782509e-07,0.99995098156733953
345,1174729.8305063096,1.1823046907772008e-08,1.418765628932641e-07,0.99995112344390247
346,1181549.7271474623,1.1754804355344546e-08,1.4105765226413455e-07,0.99995126450155469
347,1188389.3629974178,1.1687151020293749e-08,1.4024581224352499e-07,0.99995140474736699
348,1195248.7380561742,1.1620079901461826e-08,1.3944095881754192e-07,0.99995154418832577
349,1202127.8523237335,1.1553584611707683e-08,1.3864301534049219e-07,0.99995168283134106
350,1209026.7058000958,1.1487658542263381e-08,1.3785190250716058e-07,0.99995182068324362
351,1215945.2984852591,1.1422295003624675e-08,1.3706754004349611e-07,0.99995195775078372
352,1222883.6303792256,1.1357487912332914e-08,1.3628985494799497e-07,0.99995209404063867
353,1229841.7014819935,1.1293230689160425e-08,1.3551876826992509e-07,0.99995222955940699
354,1236819.5117935636,1.1229517220465385e-08,1.3475420664558461e-07,0.99995236431361367
355,1243817.061313936,1.116634144413428e-08,1.3399609732961137e-07,0.999952498309711
356,1250834.3500431108,1.1103697349101298e-08,1.3324436818921558e-07,0.99995263155407921
357,1257871.3779810872,1.1041578839717153e-08,1.3249894607660584e-07,0.99995276405302524
358,1264928.1451278667,1.0979980276272251e-08,1.3175976331526701e-07,0.99995289581278857
359,1272004.6514834475,1.0918895662466067e-08,1.3102674794959282e-07,0.99995302683953646
360,1279100.8970478312,1.0858319454754115e-08,1.3029983345704937e-07,0.99995315713936994
361,1286216.8818210168,1.0798245888012458e-08,1.295789506561495e-07,0.99995328671832062
362,1293352.6058030045,1.0738669511965427e-08,1.2886403414358513e-07,0.99995341558235473
363,1300508.0689937943,1.0679584788299041e-08,1.2815501745958849e-07,0.99995354373737222
364,1307683.2713933862,1.0620986357189067e-08,1.274518362862688e-07,0.99995367118920853
365,1314878.2130017804,1.0562868902867593e-08,1.2675442683441111e-07,0.99995379794363537
366,1322092.8938189766,1.0505227153221198e-08,1.2606272583865438e-07,0.99995392400636118
367,1329327.3138449755,1.0448056010864266e-08,1.2537667213037121e-07,0.99995404938303334
368,1336581.4730797764,1.0391350288728269e-08,1.2469620346473923e-07,0.99995417407923681
369,1343855.3715233786,1.0335104842225069e-08,1.2402125810670083e-07,0.99995429810049496
370,1351149.009175784,1.0279314960075838e-08,1.2335177952091007e-07,0.99995442145227453
371,1358462.3860369914,1.0223975578326758e-08,1.2268770693992111e-07,0.99995454413998153
372,1365795.5021070014,1.0169081933791558e-08,1.2202898320549869e-07,0.99995466616896478
373,1373148.3573858123,1.0114629042766625e-08,1.2137554851319949e-07,0.99995478754451328
374,1380520.9518734266,1.0060612478217923e-08,1.2072734973861507e-07,0.99995490827186306
375,1387913.2855698427,1.0007027461857286e-08,1.2008432954228744e-07,0.99995502835619265
376,1395325.3584750609,9.9538693822785726e-09,1.1944643258734286e-07,0.99995514780262529
377,1402757.1705890815,9.9011337929067592e-09,1.1881360551488112e-07,0.9999552666162308
378,1410208.7219119039,9.848816154685038e-09,1.1818579385622046e-07,0.99995538480202462
379,1417680.0124435287,9.7969120920697219e-09,1.1756294510483666e-07,0.99995550236496977
380,1425171.0421839557,9.7454172640581401e-09,1.1694500716869768e-07,0.9999556193099769
381,1432681.8111331847,9.6943273638861075e-09,1.1633192836663329e-07,0.99995573564190521
382,1440212.3192912156,9.6436381187277651e-09,1.1572365742473318e-07,0.99995585136556264
383,1447762.5666580487,9.5933454153773996e-09,1.151201449845288e-07,0.99995596648570761
384,1455332.5532336845,9.5434451726621848e-09,1.1452134207194622e-07,0.99995608100704969
385,1462922.2790181222,9.4939332158411149e-09,1.1392719859009338e-07,0.99995619493424825
386,1470531.7440113628,9.4448056529559378e-09,1.1333766783547125e-07,0.99995630827191606
387,1478160.948213405,9.3960583726028126e-09,1.1275270047123376e-07,0.99995642102461657
388,1485809.8916242484,9.3476874199612297e-09,1.1217224903953476e-07,0.99995653319686562
389,1493478.574243895,9.2996891189480732e-09,1.1159626942737688e-07,0.99995664479313506
390,1501166.9960723438,9.2520595738983156e-09,1.1102471488677978e-07,0.99995675581784993
391,1508875.1571095951,9.2047950427045685e-09,1.1045754051245482e-07,0.99995686627539049
392,1516603.0573556479,9.1578916888074508e-09,1.0989470026568941e-07,0.99995697617009072
393,1524350.696810503,9.1113459508404088e-09,1.093361514100849e-07,0.99995708550624207
394,1532118.0754741605,9.0651541718693327e-09,1.0878185006243199e-07,0.99995719428809215
395,1539905.1933466196,9.0193127228715538e-09,1.0823175267445865e-07,0.99995730251984483
396,1547712.0504278822,8.9738182461860495e-09,1.0768581895423259e-07,0.99995741020566375
397,1555538.646717946,8.9286670445237953e-09,1.0714400453428555e-07,0.99995751734966831
398,1563384.9822168117,8.8838556915033255e-09,1.0660626829803991e-07,0.99995762395593657
399,1571251.05692448,8.8393809074370746e-09,1.0607257088924489e-07,0.99995773002850741
400,1579136.8708409511,8.7952393163538245e-09,1.055428717962459e-07,0.99995783557137918
401,1587042.4239662231,8.7514274473044234e-09,1.0501712936765307e-07,0.99995794058850851
402,1594967.7163002985,8.7079422157477097e-09,1.0449530658897251e-07,0.99995804508381514
403,1602912.747843175,8.6647802004929628e-09,1.0397736240591555e-07,0.99995814906117753
404,1610877.5185948543,8.6219383645529909e-09,1.0346326037463589e-07,0.99995825252443793
405,1618862.0285553355,8.5794134548176725e-09,1.0295296145781207e-07,0.99995835547739942
406,1626866.2777246188,8.537202361340411e-09,1.0244642833608493e-07,0.99995845792382776
407,1634890.2661027052,8.4953021156740763e-09,1.0194362538808892e-07,0.99995855986745319
408,1642933.9936895932,8.4537095344493056e-09,1.0144451441339167e-07,0.99995866131196764
409,1650997.4604852824,8.4124215760067428e-09,1.0094905891208091e-07,0.99995876226102653
410,1659080.6664897748,8.3714354564421835e-09,1.004572254773062e-07,0.99995886271825196
411,1667183.6117030701,8.3307481769711555e-09,9.9968978123653866e-08,0.99995896268723006
412,1675306.2961251657,8.2903566437357137e-09,9.9484279724828565e-08,0.99995906217150976
413,1683448.7197560645,8.2502582531835335e-09,9.9003099038202395e-08,0.99995916117460881
414,1691610.8825957654,8.210450070406032e-09,9.852540084487239e-08,0.99995925970000965
415,1699792.7846442694,8.1709294145407001e-09,9.8051152974488408e-08,0.99995935775116263
416,1707994.4259015743,8.1316932758688232e-09,9.7580319310425872e-08,0.99995945533148189
417,1716215.8063676818,8.0927391297935249e-09,9.7112869557522306e-08,0.99995955244435142
418,1724456.9260425917,8.0540642385290533e-09,9.6648770862348646e-08,0.99995964909312229
419,1732717.7849263034,8.0156658840331525e-09,9.618799060839783e-08,0.99995974528111287
420,1740998.3830188173,7.9775414827293206e-09,9.5730497792751847e-08,0.99995984101161062
421,1749298.7203201337,7.9396884693759922e-09,9.5276261632511907e-08,0.99995993628787228
422,1757618.7968302518,7.9021041825857871e-09,9.4825250191029445e-08,0.99996003111312248
423,1765958.6125491729,7.8647862082341091e-09,9.437743449880931e-08,0.99996012549055702
424,1774318.1674768957,7.8277319214239063e-09,9.3932783057086876e-08,0.99996021942334012
425,1782697.4616134202,7.7909388296247395e-09,9.3491265955496874e-08,0.99996031291460608
426,1791096.4949587469,7.7544045711879024e-09,9.3052854854254835e-08,0.99996040596746094
427,1799515.2675128761,7.718126687885259e-09,9.2617520254623102e-08,0.99996049858498115
428,1807953.7792758078,7.6821028515721505e-09,9.2185234218865799e-08,0.99996059077021537
429,1816412.0302475418,7.6463306377940681e-09,9.1755967653528817e-08,0.99996068252618298
430,1824890.0204280773,7.6108076391806382e-09,9.1329691670167652e-08,0.99996077385587467
431,1833387.7498174158,7.5755316892094644e-09,9.0906380270513573e-08,0.99996086476225499
432,1841905.2184155551,7.5405003010296238e-09,9.0486003612355486e-08,0.99996095524825857
433,1850442.4262224976,7.5057114512479502e-09,9.0068537414975402e-08,0.99996104531679597
434,1858999.3732382425,7.4711627964211387e-09,8.9653953557053658e-08,0.99996113497074957
435,1867576.0594627892,7.4368521204736977e-09,8.924222544568438e-08,0.99996122421297506
436,1876172.4848961378,7.4027772226300819e-09,8.8833326671560983e-08,0.99996131304630176
437,1884788.6495382891,7.3689360277093875e-09,8.8427232332512653e-08,0.99996140147353407
438,1893424.5533892426,7.3353263644276766e-09,8.8023916373132116e-08,0.99996148949745045
439,1902080.1964489978,7.3019460764574629e-09,8.7623352917489554e-08,0.99996157712080336
440,1910755.5787175554,7.268793131971983e-09,8.72255175836638e-08,0.99996166434632094
441,1919450.7001949158,7.235865512876644e-09,8.6830386154519735e-08,0.99996175117670705
442,1928165.5608810766,7.2031609963800881e-09,8.6437931956561054e-08,0.99996183761463897
443,1936900.160776041,7.1706778108580533e-09,8.6048133730296637e-08,0.9999619236627727
444,1945654.4998798077,7.1384138701229497e-09,8.5660966441475396e-08,0.99996200932373913
445,1954428.5781923768,7.1063672107183331e-09,8.5276406528619994e-08,0.99996209460014562
446,1963222.3957137468,7.0745357742242189e-09,8.489442929069063e-08,0.99996217949457489
447,1972035.9524439189,7.0429177321950283e-09,8.451501278634034e-08,0.99996226400958765
448,1980869.2483828943,7.01151126823853e-09,8.4138135218862364e-08,0.99996234814772289
449,1989722.2835306714,6.9803143630062112e-09,8.3763772356074534e-08,0.99996243191149525
450,1998595.0578872508,6.9493252253856007e-09,8.3391902704627212e-08,0.99996251530339797
451,2007487.5714526321,6.9185419690612797e-09,8.3022503628735363e-08,0.99996259832590162
452,2016399.824226816,6.8879628271096955e-09,8.2655553925316343e-08,0.99996268098145558
453,2025331.8162098029,6.8575860442134271e-09,8.2291032530561125e-08,0.99996276327248812
454,2034283.5474015905,6.8274096640213917e-09,8.1928915968256704e-08,0.9999628452014041
455,2043255.017802181,6.7974320616230432e-09,8.1569184739476518e-08,0.99996292677058884
456,2052246.2274115728,6.7676514108976963e-09,8.1211816930772352e-08,0.99996300798240578
457,2061257.1762297675,6.7380661090789608e-09,8.0856793308947523e-08,0.99996308883919904
458,2070287.8642567643,6.7086743529586649e-09,8.0504092235503979e-08,0.99996316934329132
459,2079338.2914925639,6.6794745615918855e-09,8.0153694739102625e-08,0.99996324949698612
460,2088408.4579371652,6.650464954354259e-09,7.9805579452251115e-08,0.9999633293025656
461,2097498.3635905678,6.6216438671396533e-09,7.9459726405675839e-08,0.99996340876229195
462,2106608.0084527736,6.5930097511379843e-09,7.9116117013655818e-08,0.99996348787840894
463,2115737.3925237819,6.5645610674163013e-09,7.8774732808995619e-08,0.99996356665314179
464,2124886.5158035909,6.5362959748876294e-09,7.8435551698651556e-08,0.99996364508869351
465,2134055.3782922039,6.5082131637077405e-09,7.8098557964492883e-08,0.99996372318725146
466,2143243.9799896171,6.4803108141999951e-09,7.7763729770399948e-08,0.99996380095098125
467,2152452.3208958339,6.4525876355444505e-09,7.743105162653341e-08,0.99996387838203293
468,2161680.4010108523,6.4250419322750065e-09,7.7100503187300075e-08,0.99996395548253614
469,2170928.2203346728,6.3976722259013934e-09,7.6772066710816717e-08,0.99996403225460284
470,2180195.7788672959,6.3704770473154168e-09,7.6445724567785004e-08,0.99996410870032737
471,2189483.0766087212,6.3434549367252661e-09,7.61214592407032e-08,0.99996418482178662
472,2198790.113558948,6.3166043413652568e-09,7.5799252096383075e-08,0.99996426062103871
473,2208116.889717978,6.2899239225380885e-09,7.5479087070457056e-08,0.99996433610012581
474,2217463.4050858095,6.2634121462146274e-09,7.5160945754575522e-08,0.99996441126107161
475,2226829.6596624437,6.2370676914393117e-09,7.4844812297271744e-08,0.99996448610588395
476,2236215.6534478799,6.2108890426597311e-09,7.453066851191677e-08,0.99996456063655248
477,2245621.3864421183,6.1848748964111531e-09,7.4218498756933831e-08,0.99996463485505127
478,2255046.8586451588,6.1590238563031734e-09,7.3908286275638081e-08,0.99996470876333754
479,2264492.0700570014,6.1333345347509107e-09,7.3600014417010925e-08,0.99996478236335196
480,2273957.0206776457,6.1078055529129455e-09,7.3293666634955353e-08,0.99996485565701854
481,2283441.7105070921,6.0824356409419415e-09,7.2989227691303302e-08,0.9999649286462462
482,2292946.1395453415,6.0572235367786894e-09,7.2686682441344273e-08,0.99996500133292865
483,2302470.3077923935,6.0321678862030497e-09,7.2386014634436593e-08,0.99996507371894328
484,2312014.2152482457,6.0072672438140096e-09,7.2087206925768109e-08,0.99996514580615015
485,2321577.8619129015,5.9825205714218784e-09,7.1790246857062534e-08,0.999965217596397
486,2331161.2477863603,5.9579265389245678e-09,7.1495118467094807e-08,0.9999652890915155
487,2340764.3728686194,5.9334837254841497e-09,7.1201804705809799e-08,0.99996536029332017
488,2350387.237159682,5.9091911148496e-09,7.0910293378195203e-08,0.99996543120361359
489,2360029.8406595467,5.8850474005480267e-09,7.0620568806576326e-08,0.99996550182418242
490,2369692.183368213,5.8610512842810828e-09,7.0332615411372991e-08,0.99996557215679782
491,2379374.2652856819,5.8372016724054684e-09,7.0046420068865624e-08,0.99996564220321793
492,2389076.086411952,5.8134972816001244e-09,6.9761967379201496e-08,0.99996571196518536
493,2398797.6467470247,5.7899370322967714e-09,6.9479244387561256e-08,0.99996578144442971
494,2408538.9462909005,5.7665197536245694e-09,6.9198237043494832e-08,0.99996585064266674
495,2418299.9850435774,5.7432441843562641e-09,6.8918930212275173e-08,0.99996591956159697
496,2428080.7630050583,5.7201093629570144e-09,6.864131235548417e-08,0.99996598820290927
497,2437881.2801753394,5.6971139450125356e-09,6.836536734015043e-08,0.99996605656827664
498,2447701.5365544241,5.6742569821995622e-09,6.8091083786394739e-08,0.99996612465936041
499,2457541.5321423099,5.6515372414832926e-09,6.7818446897799505e-08,0.99996619247780727
500,2467401.2669389979,5.6289536904886203e-09,6.7547444285863441e-08,0.99996626002525157
501,2477280.740944488,5.6065052065962538e-09,6.7278062479155039e-08,0.99996632730331403
502,2487179.9541587802,5.5841907700950288e-09,6.7010289241140346e-08,0.99996639431360324
503,2497098.9065818759,5.5620093672555047e-09,6.6744112407066049e-08,0.99996646105771569
504,2507037.5982137728,5.5399597988226961e-09,6.6479517585872353e-08,0.99996652753723325
505,2516996.0290544718,5.5180410640534148e-09,6.6216492768640975e-08,0.99996659375372599
506,2526974.1991039729,5.4962521680629786e-09,6.595502601675574e-08,0.99996665970875198
507,2536972.108362277,5.4745921217876396e-09,6.5695105461451682e-08,0.99996672540385745
508,2546989.7568293833,5.4530598469665353e-09,6.543671816359842e-08,0.9999667908405756
509,2557027.1445052898,5.4316542718316092e-09,6.5179851261979317e-08,0.9999668560204269
510,2567084.2713900008,5.4103746148879668e-09,6.4924495378655599e-08,0.99996692094492223
511,2577161.1374835134,5.3892197211312974e-09,6.4670636653575572e-08,0.99996698561555886
